date;skyCover_7h;skyCover_14h;skyCover_19h;temp_7h;temp_14h;temp_19h;temp_dailyMean;temp_dailyMax;temp_dailyMin;hum_7h;hum_14h;hum_19h;windBeauf_7h;windBeauf_14h;windBeauf_19h;precip
2009-01-31;10;6;9;-1.2;0.8;-0.1;0.4;2.1;-1.4;78;70;73;3;2;2;Spuren
2009-02-01;10;10;10;-2.4;-0.5;-0.2;-1.3;-0.1;-2.5;91;87;85;2;3;3;0.9
2009-02-02;10;10;10;0.8;1.5;1.8;0.8;1.9;-0.4;92;86;84;4;4;3;2.9
2009-02-03;10;10;10;1.4;2.4;2.6;1.7;2.6;0.8;93;94;92;3;3;3;0.2
2009-02-04;10;10;10;2.8;3.8;3.3;3.2;4.0;2.4;94;92;93;2;1;1;4.7
2009-02-05;10;10;10;1.3;2.9;40.0;2.2;3.4;1.0;92;90;93;1;2;2;Spuren
2009-02-06;10;9;9;2.3;4.4;;3.2;4.8;1.6;93;88;92;2;1;1;Spuren
2009-02-07;9;9;6;8.2;11.9;10.5;7.1;13.0;1.1;76;63;66;4;4;4;0.5
2009-02-08;10;10;10;3.1;40.0;2.0;6.0;10.5;1.5;84;91;91;2;4;4;14
2009-02-09;9;7;4;1.1;4.3;-1.0;1.9;4.8;-1.0;65;45;69;4;3;2;0
2009-02-10;8;10;10;-0.4;1.2;0.8;0.0;1.8;-1.8;75;91;94;1;3;2;13.2
2009-02-11;8;10;10;3.0;3.6;2.5;2.5;4.4;0.5;73;64;60;4;3;4;0.5
2009-02-12;8;9;6;;2.2;-0.6;1.0;2.7;-0.7;71;63;58;3;3;3;0
2009-02-13;8;8;10;;0.0;-0.6;-1.2;0.2;-2.5;66;56;55;4;4;4;Spuren
2009-02-14;9;10;10;-2.2;1.5;0.1;-0.3;1.7;-2.2;55;52;60;4;4;4;Spuren
2009-02-15;10;9;8;-2.0;-1.1;-40.0;-1.1;0.1;-2.3;64;63;61;4;3;3;Spuren
2009-02-16;10;10;10;;-0.5;-0.3;-1.5;0.1;-3.0;72;83;88;3;4;4;7.2
2009-02-17;10;10;7;;-0.4;-3.4;-0.8;1.8;-3.4;92;73;63;4;4;3;2.2
2009-02-18;9;10;6;-4.8;-40.0;-2.3;-3.5;-0.9;-6.1;69;78;73;4;4;3;0.1
2009-02-19;10;8;8;-3.9;-0.9;-2.7;-2.5;-0.7;-4.3;68;51;60;3;3;3;0.2
2009-02-20;10;10;10;-2.4;-0.1;-0.1;-1.0;1.2;-3.1;68;75;88;5;4;4;4.1
2009-02-21;10;10;10;0.7;0.1;-0.9;-0.1;0.8;-0.9;92;75;73;3;2;2;0.6
2009-02-22;10;10;10;-3.0;-0.3;-0.4;-1.7;-0.1;-3.2;70;82;92;1;2;2;12.5
2009-02-23;10;10;10;2.0;4.3;2.6;2.8;6.0;-0.4;92;78;84;3;4;4;4.2
2009-02-24;8;9;10;0.8;2.8;1.7;2.1;3.4;0.7;86;75;78;3;3;1;Spuren
2009-02-25;10;10;9;1.8;4.5;3.0;2.8;4.6;0.9;80;56;73;2;2;2;Spuren
2009-02-26;9;9;10;3.2;4.0;3.7;3.9;6.0;1.8;66;78;76;4;4;5;1.8
2009-02-27;10;8;9;3.0;6.9;4.8;5.1;7.3;2.9;88;64;82;5;4;4;1.9
2009-02-28;9;7;9;5.3;9.7;40.0;7.5;11.0;4.0;80;63;72;3;4;2;Spuren
2009-03-01;10;10;10;3.3;6.9;5.9;5.6;7.9;3.3;87;70;79;2;2;2;Spuren
2009-03-02;10;10;10;3.8;4.9;4.8;5.1;6.3;3.8;91;89;87;1;2;1;4.4
2009-03-03;10;10;10;4.7;8.5;7.1;6.7;9.2;4.1;93;75;88;1;2;2;Spuren
2009-03-04;10;8;9;5.8;9.9;8.8;8.5;11.4;5.6;90;71;82;3;5;4;Spuren
2009-03-05;10;10;10;6.6;6.8;7.0;7.7;8.9;6.5;85;93;93;2;4;3;15.8
2009-03-06;10;10;10;4.6;5.2;4.5;5.9;7.2;4.5;85;82;86;4;4;4;16.3
2009-03-07;10;9;10;1.9;3.5;3.5;3.2;4.5;1.9;91;91;83;5;5;5;19
2009-03-08;8;7;8;3.9;8.7;;5.8;9.2;2.3;68;45;50;4;4;4;1.1
2009-03-09;10;10;10;5.6;5.6;3.9;5.4;7.6;3.2;88;73;76;5;3;4;5.1
2009-03-10;8;9;9;4.5;9.7;6.4;6.5;9.9;3.1;70;46;60;4;4;3;3.2
2009-03-11;10;10;9;4.3;4.5;5.5;5.9;7.5;4.2;88;84;70;4;4;3;4.7
2009-03-12;9;8;9;4.3;7.5;5.6;6.8;10.1;3.5;71;50;72;3;4;2;7
2009-03-13;9;8;9;;8.9;7.5;6.5;9.8;3.1;85;60;68;4;4;3;6.3
2009-03-14;9;9;9;5.5;10.0;7.5;7.8;10.5;5.1;80;59;61;2;2;2;Spuren
2009-03-15;10;10;9;5.5;7.6;7.5;7.3;9.3;5.2;84;90;88;0;3;3;10.1
2009-03-16;9;9;8;7.3;10.9;7.9;9.0;11.0;6.9;74;53;61;4;3;2;Spuren
2009-03-17;8;10;3;2.2;8.3;;5.0;9.2;0.7;78;81;66;1;3;4;0.6
2009-03-18;3;10;8;4.3;8.2;7.1;6.5;8.8;4.1;59;37;40;4;4;3;2.3
2009-03-19;10;9;5;1.2;4.4;2.4;3.8;7.1;0.5;91;66;64;2;4;3;2.7
2009-03-20;8;9;9;0.7;3.4;2.5;2.2;4.0;0.4;69;55;59;3;3;3;Spuren
2009-03-21;5;9;4;0.8;;2.9;3.2;6.0;0.4;71;43;48;3;3;3;0
2009-03-22;5;2;10;40.0;10.7;8.1;6.2;11.3;1.1;53;39;47;4;4;4;0.1
2009-03-23;9;9;10;5.8;10.0;10.0;7.6;10.2;5.0;70;56;52;6;6;4;5.5
2009-03-24;8;7;2;2.2;4.8;4.7;6.4;10.5;2.2;89;68;58;4;5;3;1.8
2009-03-25;2;8;10;-1.2;6.2;4.8;2.7;7.3;-2.0;58;39;48;4;3;2;0.6
2009-03-26;10;7;1;3.1;9.2;5.2;5.3;9.5;1.1;92;63;69;1;4;2;1
2009-03-27;8;8;8;4.5;14.4;11.1;9.0;14.6;3.3;82;47;54;0;2;2;Spuren
2009-03-28;4;4;7;5.7;19.0;14.5;11.8;19.5;4.1;86;39;46;1;4;3;Spuren
2009-03-29;9;10;10;9.1;7.9;5.3;9.9;14.5;5.3;76;91;91;1;2;3;33.8
2009-03-30;10;10;9;3.0;7.5;6.8;5.0;7.6;2.4;93;78;79;4;3;2;0.5
2009-03-31;0;8;9;4.9;10.3;9.3;6.9;11.0;2.7;80;61;73;2;2;2;0.1
2009-04-01;10;9;10;8.7;13.4;13.2;11.2;14.5;7.8;87;67;69;2;3;3;0
2009-04-02;10;1;1;9.5;18.2;14.9;13.5;18.7;8.3;64;43;49;2;2;2;0
2009-04-03;1;1;1;8.6;19.8;16.2;12.7;20.2;5.2;79;46;50;1;3;2;0
2009-04-04;1;6;0;10.1;21.0;;14.8;21.8;7.7;84;45;50;1;2;1;0
2009-04-05;3;8;7;10.9;;17.7;15.5;22.2;8.8;76;41;46;1;2;2;0
2009-04-06;3;3;3;12.1;20.8;17.0;16.2;22.1;10.3;77;47;50;2;2;2;0
2009-04-07;1;1;3;10.7;;18.0;15.8;23.2;8.3;76;40;44;1;3;2;0
2009-04-08;1;1;6;11.1;22.4;14.2;15.9;23.0;8.8;73;45;79;1;2;1;3.9
2009-04-09;9;4;7;15.4;22.1;17.8;17.0;22.8;11.2;67;46;53;2;2;2;0
2009-04-10;7;2;1;12.2;24.1;20.2;17.0;24.4;9.5;77;41;33;1;3;3;0
2009-04-11;0;0;0;11.6;24.7;20.1;16.6;25.2;7.9;64;38;38;2;3;1;0
2009-04-12;0;0;1;11.4;22.0;19.4;15.6;23.2;8.0;71;49;46;1;2;3;0
2009-04-13;0;1;1;10.4;19.7;15.7;14.1;20.5;7.6;78;56;57;0;2;2;0
2009-04-14;0;0;0;11.8;20.4;15.2;14.9;21.1;8.6;73;44;53;1;2;2;0
2009-04-15;1;1;1;10.7;21.3;17.1;14.8;22.4;7.1;81;47;46;0;3;2;0
2009-04-16;1;2;9;12.0;22.3;20.0;16.0;23.3;8.7;70;50;46;1;4;4;0
2009-04-17;9;8;9;12.5;14.3;13.3;15.2;20.0;10.3;70;62;60;2;3;3;Spuren
2009-04-18;2;7;3;11.4;17.6;13.2;13.4;18.8;7.9;76;52;63;1;2;2;0
2009-04-19;4;3;8;11.0;21.1;16.9;14.0;21.6;6.4;78;45;56;1;2;2;Spuren
2009-04-20;9;2;1;12.4;82.4;17.2;16.5;21.7;11.2;75;54;61;1;2;2;0
2009-04-21;3;2;1;13.4;80.8;16.2;15.8;20.9;10.6;54;36;40;2;3;2;0
2009-04-22;0;1;4;11.7;20.5;16.8;14.3;21.4;7.1;60;43;51;2;3;1;Spuren
2009-04-23;10;10;9;9.1;12.6;12.1;13.0;16.9;9.0;71;61;59;3;2;2;0
2009-04-24;1;7;1;9.1;17.5;15.0;12.9;19.5;6.2;81;60;64;2;2;1;0
2009-04-25;0;1;0;10.2;21.1;18.3;14.2;21.9;6.4;76;49;51;2;4;4;0
2009-04-26;1;9;9;11.9;20.0;17.1;15.4;21.0;9.7;59;48;51;3;5;4;Spuren
2009-04-27;9;5;4;11.4;20.1;17.8;15.5;20.3;10.7;61;56;55;4;4;3;0
2009-04-28;1;3;8;11.9;81.6;18.9;16.0;21.6;10.3;59;51;49;2;4;4;Spuren
2009-04-29;10;8;9;12.2;17.9;12.1;15.8;20.3;11.3;81;59;77;3;3;3;0.5
2009-04-30;8;3;4;10.6;16.9;12.6;13.4;17.6;9.2;81;66;73;5;5;4;Spuren
2009-05-01;8;6;9;12.9;20.5;15.6;16.5;21.3;11.6;75;61;72;4;4;3;0.4
2009-05-02;3;7;3;12.0;17.0;16.4;14.3;18.9;9.7;57;49;53;3;3;2;Spuren
2009-05-03;0;2;2;12.0;21.4;17.3;15.2;22.0;8.3;71;48;56;1;2;2;3.2
2009-05-04;4;6;9;14.2;;10.8;14.7;19.2;10.1;72;64;70;3;4;4;Spuren
2009-05-05;1;9;9;9.7;15.2;13.5;12.1;16.1;8.0;70;54;50;3;3;3;1.8
2009-05-06;10;10;10;10.1;16.1;13.4;12.7;16.3;9.1;91;70;79;4;5;3;0.9
2009-05-07;8;3;0;13.6;19.5;16.8;16.3;20.8;11.8;74;55;57;3;3;2;0
2009-05-08;4;3;9;13.9;24.4;21.7;17.3;25.3;9.3;75;51;58;1;3;2;Spuren
2009-05-09;7;4;8;17.6;22.2;20.6;19.7;23.9;15.4;69;57;57;3;2;3;Spuren
2009-05-10;7;6;9;15.4;;22.3;19.6;26.9;12.2;81;44;51;1;2;1;0
2009-05-11;7;8;6;16.9;26.2;19.6;21.1;27.1;15.0;76;52;78;1;3;3;8.3
2009-05-12;10;8;8;12.0;16.1;13.9;15.7;19.6;11.8;87;63;72;2;3;2;1.6
2009-05-13;10;6;5;10.6;15.1;13.5;13.6;16.9;10.3;65;49;54;1;2;2;4.1
2009-05-14;10;10;10;9.6;10.1;8.8;11.2;13.5;8.8;94;91;94;2;3;2;7.3
2009-05-15;10;10;9;10.0;15.3;16.6;13.4;18.0;8.8;88;73;73;2;2;2;Spuren
2009-05-16;10;9;4;15.5;16.8;15.8;15.7;18.7;12.6;76;66;70;3;3;1;0.2
2009-05-17;1;1;0;13.5;23.2;21.9;16.9;24.5;9.3;81;53;59;1;3;3;0
2009-05-18;5;6;9;19.3;24.4;22.7;19.7;25.3;14.1;70;54;56;2;3;2;6.8
2009-05-19;2;6;5;16.6;22.3;19.6;18.6;22.7;14.5;84;60;65;3;3;2;0
2009-05-20;0;6;4;16.4;24.5;20.9;19.1;25.5;12.6;72;44;51;2;2;2;0
2009-05-21;6;8;8;17.4;27.0;24.5;19.9;27.5;12.2;70;51;51;1;3;3;Spuren
2009-05-22;9;4;7;18.6;24.7;21.5;21.9;26.1;17.7;70;56;60;2;3;3;0.1
2009-05-23;1;1;1;16.3;21.2;19.6;18.1;22.8;13.3;69;53;51;3;3;2;Spuren
2009-05-24;9;2;4;15.3;23.3;22.4;19.0;25.8;12.1;66;51;56;1;1;2;0
2009-05-25;8;1;1;21.6;;24.3;22.0;28.3;15.7;62;49;50;1;2;2;0
2009-05-26;1;1;9;19.7;28.5;25.4;22.2;28.8;15.6;64;50;56;2;4;3;Spuren
2009-05-27;9;8;6;17.8;18.6;16.3;19.9;25.4;14.3;72;61;57;4;4;3;1.1
2009-05-28;5;9;6;15.0;19.0;15.9;16.0;20.5;11.5;61;56;63;3;4;3;10.7
2009-05-29;4;9;8;11.6;13.4;;11.9;16.1;7.6;69;70;72;4;3;3;17.1
2009-05-30;10;7;3;8.0;10.3;10.2;10.1;12.6;7.6;95;84;82;2;1;2;9.7
2009-05-31;7;9;10;11.0;15.4;13.7;11.4;16.4;6.3;77;61;70;1;4;3;9.4
2009-06-01;9;4;3;;18.0;;14.8;18.6;11.0;88;55;59;2;3;2;Spuren
2009-06-02;8;9;3;13.7;18.4;17.9;15.2;20.9;9.4;71;64;62;2;2;2;0
2009-06-03;5;3;4;17.3;21.7;16.1;18.6;22.3;14.9;69;31;50;4;4;3;0
2009-06-04;10;9;6;12.1;17.3;15.3;14.5;17.7;11.3;61;54;57;2;2;2;Spuren
2009-06-05;9;7;4;12.4;20.5;18.4;15.0;21.3;8.6;64;51;60;2;2;3;0
2009-06-06;10;8;10;15.3;25.9;18.0;19.6;26.3;12.8;88;53;67;2;4;5;0.5
2009-06-07;9;9;8;15.6;23.4;;18.6;23.7;13.4;71;50;75;1;2;2;0
2009-06-08;8;5;9;18.3;23.8;21.9;18.0;24.0;12.0;66;50;58;1;2;3;0
2009-06-09;7;7;8;19.5;27.8;23.5;21.8;29.0;14.5;73;47;58;2;2;2;0.1
2009-06-10;10;9;7;17.0;21.8;19.2;19.8;23.5;16.1;75;60;67;3;2;2;0.4
2009-06-11;4;10;9;17.5;18.7;18.4;16.4;21.4;11.4;76;66;67;1;3;2;0.2
2009-06-12;1;4;4;15.9;21.1;15.4;17.3;21.1;13.4;64;49;66;4;4;3;1.2
2009-06-13;1;1;1;14.8;23.3;20.5;16.0;23.7;8.2;67;41;44;2;3;3;0
2009-06-14;4;4;6;18.9;26.1;24.5;20.5;28.3;12.7;53;45;52;2;2;3;Spuren
2009-06-15;10;8;7;;26.0;24.7;23.0;27.2;18.7;66;60;62;3;2;3;Spuren
2009-06-16;7;7;5;19.8;24.4;19.9;22.2;25.5;18.9;73;61;67;4;4;3;Spuren
2009-06-17;1;3;1;17.7;23.3;21.5;18.8;24.4;13.1;69;53;54;2;2;2;0
2009-06-18;7;3;5;18.0;30.0;26.5;22.1;30.7;13.5;76;44;52;1;4;2;0
2009-06-19;9;9;10;;21.1;19.1;21.9;26.5;17.2;78;80;86;1;2;2;19.8
2009-06-20;10;10;9;13.7;14.1;14.9;16.1;19.1;13.0;91;90;85;3;2;2;8.2
2009-06-21;2;7;8;14.6;;17.5;16.2;20.9;11.4;73;50;57;3;3;2;Spuren
2009-06-22;10;10;10;12.8;13.2;12.7;15.0;17.5;12.5;76;93;93;4;4;4;67.5
2009-06-23;10;10;10;13.1;14.8;16.1;14.2;16.2;12.2;94;94;90;4;3;3;8
2009-06-24;10;10;10;17.7;18.9;15.7;17.4;19.6;15.1;84;83;91;3;3;3;12.7
2009-06-25;7;6;6;16.6;23.9;;19.6;24.3;14.9;88;61;72;3;2;2;Spuren
2009-06-26;9;9;9;;25.3;19.5;20.9;25.6;16.2;81;63;89;2;3;1;1.8
2009-06-27;7;7;10;75.6;24.8;21.6;20.5;25.5;15.5;84;65;73;1;2;1;Spuren
2009-06-28;10;10;9;19.0;20.2;18.4;19.7;21.6;17.7;82;87;91;2;2;2;16.8
2009-06-29;9;5;10;19.2;25.2;19.0;21.7;26.0;17.3;;;;2;2;2;3.7
2009-06-30;7;4;8;78.4;27.0;25.0;22.4;28.0;16.8;83;58;60;2;2;2;0
2009-07-01;8;2;9;21.7;27.7;18.5;23.6;29.1;18.0;73;58;92;2;1;2;30.2
2009-07-02;1;3;9;21.1;28.4;23.4;23.5;30.4;16.5;82;52;61;1;2;2;0
2009-07-03;9;7;8;20.1;25.5;79.2;22.7;27.0;18.4;77;62;83;2;2;1;1
2009-07-04;3;7;9;21.5;27.0;24.0;22.6;27.7;17.4;76;60;59;3;3;3;Spuren
2009-07-05;7;8;7;22.6;20.1;22.3;22.1;25.9;18.3;68;83;69;3;2;3;0.9
2009-07-06;5;9;10;21.3;20.3;18.4;21.9;26.1;17.6;;;;1;1;3;32.3
2009-07-07;8;6;9;19.2;26.9;23.1;21.5;27.4;15.6;84;45;57;2;2;2;4.1
2009-07-08;9;5;3;15.6;;19.0;18.8;23.2;14.3;80;52;58;4;4;3;Spuren
2009-07-09;1;5;3;18.3;22.5;20.1;19.3;23.4;15.1;64;52;59;3;4;3;0.4
2009-07-10;10;8;7;15.4;20.0;18.2;17.5;21.1;13.8;81;64;57;2;3;3;Spuren
2009-07-11;9;9;3;15.6;19.2;18.3;17.2;21.4;13.0;68;57;58;3;3;2;Spuren
2009-07-12;1;8;4;18.6;24.1;21.3;18.6;25.3;11.9;64;46;49;2;2;2;0
2009-07-13;3;5;1;21.4;26.9;24.5;21.7;28.2;15.2;69;60;61;4;3;2;Spuren
2009-07-14;1;1;3;21.3;;27.8;24.7;31.9;17.5;78;53;60;2;2;2;0
2009-07-15;0;3;10;24.0;29.5;25.6;25.3;30.7;19.9;;;;1;1;4;4.8
2009-07-16;1;1;1;22.3;29.1;26.8;24.5;30.0;19.0;;;;2;3;2;0
2009-07-17;1;1;2;23.3;31.3;28.9;25.4;32.1;18.6;73;50;50;1;3;3;0
2009-07-18;9;10;9;17.9;11.3;;20.0;28.9;11.1;67;92;80;5;6;5;25.5
2009-07-19;8;3;1;14.9;22.9;19.8;18.4;23.4;13.4;76;51;54;4;4;3;0
2009-07-20;8;3;3;18.1;23.4;21.1;19.6;25.1;14.0;70;60;60;1;3;2;0.4
2009-07-21;8;3;4;18.9;28.0;25.7;22.2;29.6;14.8;;;;1;2;2;0
2009-07-22;3;5;4;20.7;30.8;29.2;24.4;31.7;17.0;80;57;56;2;3;3;0
2009-07-23;2;1;5;23.3;32.7;30.0;26.4;33.1;19.6;;;;1;4;2;36.7
2009-07-24;1;7;10;22.6;27.0;22.7;24.3;30.5;18.0;62;52;65;4;3;2;10.6
2009-07-25;5;7;5;18.3;19.9;18.5;19.7;23.2;16.1;76;60;68;5;4;3;1.2
2009-07-26;1;4;3;17.6;23.2;20.6;19.5;24.3;14.6;67;54;59;3;3;2;Spuren
2009-07-27;8;1;0;68.8;27.1;25.1;20.7;27.7;13.6;72;51;53;1;3;3;0
2009-07-28;1;8;6;20.8;23.1;22.2;20.5;25.6;15.3;69;61;64;4;3;2;0
2009-07-29;1;7;5;19.5;26.4;23.4;22.1;27.4;16.7;72;50;53;2;1;2;0
2009-07-30;1;1;8;19.6;29.2;25.3;22.8;29.7;15.9;72;55;59;1;4;3;0
2009-07-31;3;9;9;20.1;25.0;22.6;22.2;25.7;18.7;;;;3;2;2;0
2009-08-01;3;0;1;19.3;;26.4;23.6;29.6;17.5;64;55;58;2;3;2;0
2009-08-02;0;1;7;21.6;33.2;26.9;26.2;33.5;18.9;;;;1;2;2;0.8
2009-08-03;4;9;10;20.1;25.0;21.9;22.7;26.9;18.4;;;;2;2;1;12.3
2009-08-04;10;10;9;18.1;18.4;18.5;19.8;21.9;17.6;90;87;84;3;3;3;11.5
2009-08-05;6;7;9;18.8;23.8;22.2;20.8;24.3;17.2;76;64;68;3;3;2;0
2009-08-06;3;6;2;20.0;;23.2;22.1;26.0;18.2;;;;3;3;2;Spuren
2009-08-07;0;5;5;20.1;26.4;24.8;22.9;27.5;18.2;69;56;62;2;1;2;0
2009-08-08;3;5;7;75.2;25.4;93.2;21.9;27.6;16.2;73;59;65;1;2;2;0
2009-08-09;9;10;8;19.7;22.1;20.3;20.2;23.3;17.1;74;66;68;2;3;2;Spuren
2009-08-10;9;5;10;19.3;26.6;23.6;22.0;27.4;16.6;;;;2;3;2;27
2009-08-11;10;5;4;18.5;23.7;20.6;20.9;24.3;17.5;88;67;69;3;3;4;4.1
2009-08-12;9;9;9;80.4;24.1;21.2;21.8;25.1;18.4;;;;3;3;2;0
2009-08-13;9;9;9;20.0;20.2;19.9;21.2;24.6;17.8;;;;3;4;2;1.6
2009-08-14;9;4;7;17.7;23.7;21.4;20.7;24.9;16.5;81;53;63;1;2;2;0
2009-08-15;4;4;1;17.4;26.0;23.1;20.8;27.0;14.6;82;54;60;0;2;2;0
2009-08-16;0;2;5;18.4;;25.4;23.3;30.5;16.1;87;56;60;1;2;2;0
2009-08-17;1;4;5;20.9;31.3;25.4;24.7;31.5;17.8;81;44;60;0;2;2;Spuren
2009-08-18;3;5;4;22.8;26.2;22.7;23.8;26.7;20.8;;;;4;3;1;0
2009-08-19;3;1;1;18.0;;22.8;21.3;27.3;15.2;74;52;61;1;1;2;0
2009-08-20;1;0;0;17.5;27.5;24.7;21.3;28.2;14.4;74;56;59;1;3;3;0
2009-08-21;0;1;7;19.0;30.1;;23.9;30.8;16.9;;;;2;1;1;Spuren
2009-08-22;10;9;10;21.5;23.2;18.4;21.8;25.2;18.4;74;74;91;2;4;2;5.9
2009-08-23;9;5;2;17.3;22.1;19.5;19.5;23.2;15.8;82;57;58;3;3;2;0
2009-08-24;9;3;1;14.7;23.3;21.2;18.9;24.6;13.2;77;59;59;2;3;3;0
2009-08-25;0;0;0;17.4;27.2;;21.3;27.7;14.9;76;50;54;2;3;3;0
2009-08-26;1;8;8;18.7;28.7;24.1;22.1;28.7;15.4;80;57;64;1;1;1;0
2009-08-27;8;6;3;;27.2;;24.3;28.8;19.7;;;;2;2;2;0
2009-08-28;1;2;7;20.0;30.2;25.7;24.4;31.2;17.6;82;52;66;0;0;2;16.4
2009-08-29;10;10;7;;16.2;15.6;20.1;25.7;14.4;91;82;78;3;3;4;4.3
2009-08-30;2;5;1;14.1;;16.7;16.7;21.5;11.8;74;49;59;2;2;2;0
2009-08-31;1;4;8;13.2;23.1;19.4;16.9;23.5;10.2;82;48;58;1;3;2;0
2009-09-01;2;0;0;61.2;26.9;22.4;20.5;27.0;14.0;74;54;61;2;3;3;0
2009-09-02;3;8;4;;23.6;20.6;20.1;25.3;14.9;74;66;74;3;2;2;0
2009-09-03;7;2;10;17.9;27.1;20.0;22.4;27.9;16.8;89;59;84;1;2;3;2.7
2009-09-04;10;10;10;17.2;17.5;15.8;17.9;20.0;15.8;81;82;94;1;2;2;9.2
2009-09-05;4;9;5;12.3;17.9;13.4;15.7;19.1;12.2;81;56;71;4;4;2;0
2009-09-06;2;2;2;13.8;18.9;14.9;15.7;19.8;11.6;68;60;67;4;3;3;Spuren
2009-09-07;1;4;2;11.9;20.9;16.0;15.6;21.6;9.6;84;54;68;1;2;2;0
2009-09-08;0;3;1;11.8;22.0;16.9;16.3;22.8;9.7;88;53;63;1;1;2;0
2009-09-09;4;4;3;13.4;23.0;18.0;17.2;23.4;11.0;85;53;68;1;1;2;Spuren
2009-09-10;9;8;9;16.4;24.5;21.4;20.5;25.1;15.9;87;56;64;1;3;3;Spuren
2009-09-11;7;10;9;17.4;22.5;19.9;19.1;22.8;15.4;73;61;66;2;3;2;Spuren
2009-09-12;10;9;7;16.4;19.4;18.3;18.6;21.0;16.2;;;;2;3;3;Spuren
2009-09-13;9;6;8;15.0;20.2;16.2;17.2;20.7;13.6;73;58;74;2;3;2;2
2009-09-14;10;9;7;13.8;18.5;17.1;16.6;19.6;13.6;90;70;75;2;1;2;4.7
2009-09-15;9;8;8;15.1;21.8;19.5;18.2;22.0;14.3;95;69;74;1;3;3;Spuren
2009-09-16;7;9;9;16.6;23.0;20.9;19.4;24.6;14.1;85;65;69;1;3;2;0.8
2009-09-17;10;10;10;17.4;19.8;18.1;19.0;20.9;17.1;89;79;85;2;2;2;0.2
2009-09-18;10;7;1;17.0;21.7;18.1;19.7;22.4;17.0;;;;2;1;2;0
2009-09-19;9;2;1;13.7;22.4;19.0;17.4;22.5;12.3;88;64;73;1;3;2;Spuren
